Lat,Lon,Height
9.514,138.148,0
9.553,138.01,34
9.588,138.127,0
7.353,134.539,11
7.383,134.511,11
7.58,134.632,8
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
4.838,100.617,20
4.851,100.612,11
4.86,100.616,16
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
22.519,114.024,10
22.721,113.765,0
22.721,113.765,0
22.721,113.765,0
24.393,117.903,4
19.883,110.617,8
21.467,109.717,5
21.467,109.717,5
21.467,109.717,5
21.467,109.717,5
21.467,109.717,5
21.467,109.717,5
22.519,114.024,10
26.183,127.667,0
26.183,127.667,0
26.183,127.667,0
25.135,121.459,0
23.934,120.314,6
23.934,120.314,6
23.119,120.089,4
22.502,114.031,11
22.502,114.031,11
22.502,114.031,11
22.502,114.031,11
22.502,114.031,11
22.502,114.031,11
22.502,114.031,11
