Lat,Lon,Height
20.48,86.726,0
20.479,86.728,0
20.382,86.735,10.31267548
20.379,86.734,11.36769199
-20.717,116.617,0
-20.333,118.617,0
-22.317,114.117,0
-20.717,116.617,0
-20.333,118.617,0
-21.967,113.95,0
-5.817,110.45,11.8032732
-5.817,110.45,11.8032732
-5.817,110.45,11.8032732
11.8,122.2,0
11.8,122.2,0
11.8,122.2,0
11.8,122.2,0
24.483,124.217,0
24.483,124.217,0
24.483,124.217,0
24.483,124.217,0
19.61,110.806,0
19.952,110.578,4.841779232
18.248,109.608,12.09835529
18.43,109.982,0
19.909,109.987,4.181641579
19.767,109.256,4.923668385
19.855,109.55,3.657781601
4.128,98.527,0
4.128,98.527,0
4.128,98.527,0
4.128,98.527,0
4.128,98.527,0
