Lat,Lon,Dataset
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
22.492523,114.029883,Rovai et al. only
-13.651038,-172.484053,Rovai et al. only
-9.653135,160.226544,Rovai et al. only
-15.358477,166.897436,Rovai et al. only
-9.653135,160.226544,Rovai et al. only
-17.782541,178.006702,Rovai et al. only
-15.358477,166.897436,Rovai et al. only
-15.358477,166.897436,Rovai et al. only
-21.17274,-175.191988,Rovai et al. only
-21.17274,-175.191988,Rovai et al. only
-21.17274,-175.191988,Rovai et al. only
-17.782541,178.006702,Rovai et al. only
-15.358477,166.897436,Rovai et al. only
-9.653135,160.226544,Rovai et al. only
-13.651038,-172.484053,Rovai et al. only
-21.17274,-175.191988,Rovai et al. only
-17.782541,178.006702,Rovai et al. only
-15.358477,166.897436,Rovai et al. only
-9.415578,142.675937,Rovai et al. only
-9.2754,142.232247,Rovai et al. only
-9.415578,142.675937,Rovai et al. only
-9.897712,142.775417,Rovai et al. only
-9.2754,142.232247,Rovai et al. only
-9.415578,142.675937,Rovai et al. only
-9.897712,142.775417,Rovai et al. only
-9.415578,142.675937,Rovai et al. only
-9.771063,142.646193,Rovai et al. only
-9.897712,142.775417,Rovai et al. only
-9.2754,142.232247,Rovai et al. only
-9.415578,142.675937,Rovai et al. only
-9.771063,142.646193,Rovai et al. only
-9.853154,142.935841,Rovai et al. only
10.79283,122.6574,Rovai et al. only
10.402113,106.882029,Rovai et al. only
10.402113,106.882029,Rovai et al. only
10.402113,106.882029,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
-23.01972222,-43.5925,Rovai et al. only
27.163529,56.619696,Rovai et al. only
17.952178,41.685599,Rovai et al. only
16.418507,42.764383,Rovai et al. only
16.670137,42.728052,Rovai et al. only
16.729872,42.706658,Rovai et al. only
17.044506,42.377506,Rovai et al. only
17.455056,42.288086,Rovai et al. only
16.810182,42.069917,Rovai et al. only
18.286978,41.489361,Rovai et al. only
18.840397,41.239203,Rovai et al. only
19.294444,41.01505,Rovai et al. only
19.724126,40.795909,Rovai et al. only
19.759019,40.690084,Rovai et al. only
20.052821,40.416647,Rovai et al. only
20.542693,39.624077,Rovai et al. only
21.268091,39.126567,Rovai et al. only
26.04445,-81.764719,Rovai et al. only
26.04445,-81.764719,Rovai et al. only
27.8788,-82.620919,Rovai et al. only
27.61994722,-82.730967,Rovai et al. only
28.01649444,-82.638739,Rovai et al. only
-23.920533,113.658542,Rovai et al. only
-23.947289,113.654903,Rovai et al. only
-23.969314,113.605067,Rovai et al. only
4.848144,100.612489,Rovai et al. only
6.558611,116.772062,Rovai et al. only
3.938233,9.33023,Rovai et al. only
3.938233,9.33023,Rovai et al. only
24.14005556,-110.347578,Rovai et al. only
23.08421667,-106.237872,Rovai et al. only
23.08941667,-106.237828,Rovai et al. only
23.07604722,-106.255822,Rovai et al. only
23.081375,-106.263494,Rovai et al. only
22.87279444,-106.060247,Rovai et al. only
22.85668611,-106.023078,Rovai et al. only
22.84439444,-106.026372,Rovai et al. only
22.84057222,-106.035839,Rovai et al. only
23.06966944,-106.251739,Rovai et al. only
23.424694,-106.559232,Rovai et al. only
22.47123333,-105.709658,Rovai et al. only
9.58791667,-82.598511,Rovai et al. only
20.579938,58.16853,Rovai et al. only
20.579938,58.16853,Rovai et al. only
20.579938,58.16853,Rovai et al. only
-12.71296944,-38.537925,Rovai et al. only
-12.71296944,-38.537925,Rovai et al. only
5.41666667,-53.25,Rovai et al. only
5.41666667,-53.25,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
17.97219167,-67.046578,Rovai et al. only
12.56443056,-81.70625,Rovai et al. only
12.51202778,-81.717461,Rovai et al. only
-0.72777778,-48.517222,Rovai et al. only
-0.72777778,-48.517222,Rovai et al. only
-0.72777778,-48.517222,Rovai et al. only
18.469425,-77.400225,Rovai et al. only
26.861981,55.565153,Rovai et al. only
26.429038,57.064419,Rovai et al. only
-4.421046,39.508114,Rovai et al. only
-4.421046,39.508114,Rovai et al. only
-4.421046,39.508114,Rovai et al. only
4.804999,100.621217,Rovai et al. only
4.835794,100.617366,Rovai et al. only
17.968854,-67.044066,Rovai et al. only
8.46394444,-78.177725,Rovai et al. only
8.463944,-78.177725,Rovai et al. only
-33.77214,151.202908,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
7.93025278,-81.077842,Rovai et al. only
9.35788611,-82.262161,Rovai et al. only
24.240163,54.236661,Rovai et al. only
24.999615,56.360347,Rovai et al. only
25.54554,55.601108,Rovai et al. only
1.23708,-79.04455,Rovai et al. only
26.22814,-81.81573,Rovai et al. only
14.496891,74.39097,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-22.72125556,-43.015294,Rovai et al. only
-21.961663,113.948232,Rovai et al. only
3.332638,101.235173,Rovai et al. only
9.832494,98.581585,Rovai et al. only
9.832494,98.581585,Rovai et al. only
9.832494,98.581585,Rovai et al. only
9.832494,98.581585,Rovai et al. only
9.832494,98.581585,Rovai et al. only
9.832494,98.581585,Rovai et al. only
14.56875278,-61.00815,Rovai et al. only
14.58103611,-61.012939,Rovai et al. only
16.25,-61.55,Rovai et al. only
16.25,-61.55,Rovai et al. only
16.25,-61.55,Rovai et al. only
9.371965,98.401084,Rovai et al. only
9.371965,98.401084,Rovai et al. only
9.371965,98.401084,Rovai et al. only
9.371965,98.401084,Rovai et al. only
7.196623,79.845455,Rovai et al. only
-13.454795,48.673635,Rovai et al. only
-15.471902,47.114752,Rovai et al. only
-15.471902,47.114752,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.696473,88.31454,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
21.629365,88.322552,Rovai et al. only
11.166505,-60.824267,Rovai et al. only
-3.387441,39.959609,Rovai et al. only
-3.34488,39.968857,Rovai et al. only
-1.835785,41.41299,Rovai et al. only
-1.951063,41.23312,Rovai et al. only
26.457885,127.939679,Rovai et al. only
-4.516961,122.103092,Rovai et al. only
-4.516961,122.103092,Rovai et al. only
-4.516961,122.103092,Rovai et al. only
9.487883,-84.2764,Rovai et al. only
13.38704,-87.4598,Rovai et al. only
-0.655583,-47.351133,Rovai et al. only
-0.849692,-46.636547,Rovai et al. only
-0.74915,-48.013733,Rovai et al. only
-0.981,-46.722983,Rovai et al. only
-0.881217,-46.6523,Rovai et al. only
-0.841333,-46.6386,Rovai et al. only
-0.918033,-46.679317,Rovai et al. only
-0.654933,-47.394233,Rovai et al. only
-0.632533,-47.3674,Rovai et al. only
-11.43333333,-37.383333,Rovai et al. only
-26.21209444,-48.563694,Rovai et al. only
9.884639,98.544508,Rovai et al. only
0.788357,127.799523,Rovai et al. only
8.36672,98.522757,Rovai et al. only
12.216016,102.553436,Rovai et al. only
8.707501,81.170887,Rovai et al. only
-7.714855,108.954397,Rovai et al. only
-7.671828,108.847876,Rovai et al. only
2.318598,118.065142,Rovai et al. only
-5.856631,106.601248,Rovai et al. only
27.68333333,-82.516667,Rovai et al. only
-33.470831,151.138236,Rovai et al. only
-33.470831,151.138236,Rovai et al. only
-23.897031,-46.206289,Rovai et al. only
-23.897031,-46.206289,Rovai et al. only
-23.897031,-46.206289,Rovai et al. only
-23.897031,-46.206289,Rovai et al. only
-23.816517,-46.145175,Rovai et al. only
-23.816517,-46.145175,Rovai et al. only
-23.816517,-46.145175,Rovai et al. only
-23.816517,-46.145175,Rovai et al. only
5.328561,162.942707,Rovai et al. only
20.70889722,-87.002653,Rovai et al. only
20.70889722,-87.002653,Rovai et al. only
20.41276667,-87.303206,Rovai et al. only
20.41276667,-87.303206,Rovai et al. only
20.32369722,-87.354981,Rovai et al. only
20.32369722,-87.354981,Rovai et al. only
20.28634722,-87.378278,Rovai et al. only
20.28634722,-87.378278,Rovai et al. only
20.28634722,-87.378278,Rovai et al. only
9.953359,125.614512,Rovai et al. only
-24.63333333,-47.5,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
-20.25777778,-40.314722,Rovai et al. only
24.405437,117.919676,Rovai et al. only
19.932415,110.623916,Rovai et al. only
-18.63000278,-39.749878,Rovai et al. only
-18.61221111,-39.740389,Rovai et al. only
12.03138889,-69.854167,Rovai et al. only
12.03138889,-69.854167,Rovai et al. only
12.03138889,-69.854167,Rovai et al. only
12.03138889,-69.854167,Rovai et al. only
12.03138889,-69.854167,Rovai et al. only
-27.66393611,-48.516778,Rovai et al. only
-27.66393611,-48.516778,Rovai et al. only
-27.66393611,-48.516778,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
25.85826667,-81.481625,Rovai et al. only
24.68749167,-81.635,Rovai et al. only
-7.854931,39.233175,Rovai et al. only
-20.925121,35.056911,Rovai et al. only
-20.925121,35.056911,Rovai et al. only
-20.925121,35.056911,Rovai et al. only
-20.925121,35.056911,Rovai et al. only
-20.925121,35.056911,Rovai et al. only
-4.69469444,-37.349414,Rovai et al. only
-4.45116111,-37.784875,Rovai et al. only
-3.77864444,-38.443217,Rovai et al. only
-3.81864444,-38.417728,Rovai et al. only
-3.71443056,-38.614919,Rovai et al. only
-3.41465278,-39.056944,Rovai et al. only
-3.00908889,-39.711739,Rovai et al. only
-2.85,-40.14,Rovai et al. only
-2.86469167,-40.576783,Rovai et al. only
9.58972222,-82.598333,Rovai et al. only
9.58972222,-82.598333,Rovai et al. only
9.58972222,-82.598333,Rovai et al. only
9.58972222,-82.598333,Rovai et al. only
9.58972222,-82.598333,Rovai et al. only
10.00638889,-83.065,Rovai et al. only
10.00638889,-83.065,Rovai et al. only
-14.85,-39.033333,Rovai et al. only
-14.85,-39.033333,Rovai et al. only
-14.85,-39.033333,Rovai et al. only
-14.85,-39.033333,Rovai et al. only
25.54251389,-81.181453,Rovai et al. only
8.40638889,-78.860278,Rovai et al. only
8.27055556,-78.931111,Rovai et al. only
8.25055556,-79.106389,Rovai et al. only
8.25055556,-79.106389,Rovai et al. only
8.25055556,-79.106389,Rovai et al. only
8.25055556,-79.106389,Rovai et al. only
8.25055556,-79.106389,Rovai et al. only
8.40638889,-78.860278,Rovai et al. only
8.40638889,-78.860278,Rovai et al. only
8.40638889,-78.860278,Rovai et al. only
8.40638889,-78.860278,Rovai et al. only
8.27055556,-78.931111,Rovai et al. only
8.27055556,-78.931111,Rovai et al. only
8.27055556,-78.931111,Rovai et al. only
8.27055556,-78.931111,Rovai et al. only
26.027759,-81.754069,Rovai et al. only
26.077183,-81.78625,Rovai et al. only
16.660996,-88.183153,Rovai et al. only
16.660996,-88.183153,Rovai et al. only
16.660996,-88.183153,Rovai et al. only
9.885654,98.547243,Rovai et al. only
9.885654,98.547243,Rovai et al. only
9.87851,98.603364,Rovai et al. only
9.87851,98.603364,Rovai et al. only
-0.931295,-46.703502,Rovai et al. only
-0.894381,-46.662722,Rovai et al. only
-0.838417,-46.640856,Rovai et al. only
-33.567677,151.210898,Rovai et al. only
-33.567677,151.210898,Rovai et al. only
-33.567677,151.210898,Rovai et al. only
-33.817529,151.14148,Rovai et al. only
-33.817529,151.14148,Rovai et al. only
-33.817529,151.14148,Rovai et al. only
-33.928032,151.150464,Rovai et al. only
-33.928032,151.150464,Rovai et al. only
-33.928032,151.150464,Rovai et al. only
-0.93472222,-46.669167,Rovai et al. only
-0.92552222,-46.707103,Rovai et al. only
-0.83998056,-46.645058,Rovai et al. only
-0.937925,-46.701544,Rovai et al. only
-0.937925,-46.701544,Rovai et al. only
-0.937925,-46.701544,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-10.51361667,-36.443694,Rovai et al. only
-0.855683,-46.637917,Rovai et al. only
-1.011667,-46.758333,Rovai et al. only
-0.872869,-46.652161,Rovai et al. only
-23.92047222,-46.322322,Rovai et al. only
-23.90994444,-46.32325,Rovai et al. only
-23.90855556,-46.322472,Rovai et al. only
-23.90741667,-46.32225,Rovai et al. only
-23.91191667,-46.324583,Rovai et al. only
-23.91197222,-46.325389,Rovai et al. only
16.30051,-61.529455,Rovai et al. only
16.30051,-61.529455,Rovai et al. only
16.30051,-61.529455,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-1.60450556,-45.298461,Rovai et al. only
-6.151023,39.203082,Rovai et al. only
-5.931475,39.210757,Rovai et al. only
-5.89359,39.226316,Rovai et al. only
-5.815601,39.230137,Rovai et al. only
20.91928611,-97.328144,Rovai et al. only
-2.14277334,133.535806,Rovai et al. only
-2.15168564,133.541504,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.06747222,104.67725,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.15176351,133.541307,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.00605556,104.582778,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-2.1518503,133.541099,Rovai et al. only
-2.00291667,104.567778,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.90341667,104.471417,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-2.15066646,133.552824,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-1.92561111,104.58375,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-1.92663889,104.526333,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.15044099,133.55282,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.73666667,111.73775,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.15022335,133.552813,Rovai et al. only
-2.74127778,111.713833,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.78388889,111.698778,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.14999239,133.552804,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.85594444,111.731806,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-2.84886111,111.738722,Rovai et al. only
-1.55492751,131.943561,Rovai et al. only
-2.14977839,133.552796,Rovai et al. only
-1.55380392,131.943926,Rovai et al. only
-1.55466048,131.943651,Rovai et al. only
-1.5544776,131.943702,Rovai et al. only
-1.55426018,131.943773,Rovai et al. only
-1.55404458,131.943844,Rovai et al. only
-1.55055078,131.967598,Rovai et al. only
-1.54962768,131.966872,Rovai et al. only
-1.55038943,131.96748,Rovai et al. only
-1.55024183,131.967363,Rovai et al. only
-1.5500468,131.967212,Rovai et al. only
-2.14952427,133.552789,Rovai et al. only
-1.54983307,131.967047,Rovai et al. only
-1.61846892,131.817351,Rovai et al. only
-1.61849722,131.81754,Rovai et al. only
-1.61864359,131.817696,Rovai et al. only
-1.61880277,131.817838,Rovai et al. only
-1.61895056,131.817981,Rovai et al. only
-1.61911784,131.81814,Rovai et al. only
-1.61339548,131.809329,Rovai et al. only
-1.61224778,131.809524,Rovai et al. only
-1.61315873,131.80937,Rovai et al. only
-2.15996872,133.550726,Rovai et al. only
-1.61295017,131.809406,Rovai et al. only
-1.61270092,131.809444,Rovai et al. only
-1.61247366,131.809483,Rovai et al. only
-4.75904151,136.863837,Rovai et al. only
-4.75892833,136.86271,Rovai et al. only
-4.75902202,136.863606,Rovai et al. only
-4.75900039,136.86338,Rovai et al. only
-4.75897659,136.863148,Rovai et al. only
-4.75896067,136.86293,Rovai et al. only
-4.76648866,136.861934,Rovai et al. only
-2.14293929,133.53562,Rovai et al. only
-2.1599164,133.550487,Rovai et al. only
-4.76610573,136.860846,Rovai et al. only
-4.76639256,136.861713,Rovai et al. only
-4.76633013,136.861521,Rovai et al. only
-4.7662538,136.861298,Rovai et al. only
-4.76618347,136.861079,Rovai et al. only
-4.83448032,136.807597,Rovai et al. only
-4.83505874,136.808567,Rovai et al. only
-4.83461703,136.807829,Rovai et al. only
-4.83473732,136.808026,Rovai et al. only
-4.83485065,136.808215,Rovai et al. only
-2.15989696,133.550282,Rovai et al. only
-4.83495484,136.808395,Rovai et al. only
-4.85914228,136.787284,Rovai et al. only
-4.85855834,136.786311,Rovai et al. only
-4.85904345,136.787123,Rovai et al. only
-4.85894571,136.78696,Rovai et al. only
-4.85884165,136.786782,Rovai et al. only
-4.85870136,136.786552,Rovai et al. only
-2.15987406,133.550067,Rovai et al. only
-2.15985422,133.549831,Rovai et al. only
-2.15982242,133.549575,Rovai et al. only
-2.16955051,133.551232,Rovai et al. only
-2.16957293,133.551036,Rovai et al. only
-2.16959352,133.550826,Rovai et al. only
-2.16961076,133.5506,Rovai et al. only
-2.16963248,133.550373,Rovai et al. only
-2.1430941,133.535445,Rovai et al. only
-2.16965394,133.550115,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.69452778,124.958694,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
-2.14324402,133.535279,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
1.73780556,124.754861,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.29616667,124.506806,Rovai et al. only
1.37225,124.550694,Rovai et al. only
-2.14338483,133.535122,Rovai et al. only
1.37225,124.550694,Rovai et al. only
1.37225,124.550694,Rovai et al. only
1.37225,124.550694,Rovai et al. only
1.37225,124.550694,Rovai et al. only
1.37225,124.550694,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
-2.14351405,133.534982,Rovai et al. only
1.56733333,124.803806,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.65208333,109.361056,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-2.15142193,133.542167,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-0.63236111,109.395389,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66333333,109.451889,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-2.15151713,133.54193,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-0.66988889,109.446722,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-2.15160277,133.541714,Rovai et al. only
-0.66813889,109.437694,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67475,109.454194,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-0.67122222,109.443694,Rovai et al. only
-2.94888889,-41.292222,Rovai et al. only
-2.94888889,-41.292222,Rovai et al. only
-2.94888889,-41.292222,Rovai et al. only
-2.94888889,-41.292222,Rovai et al. only
-2.94888889,-41.292222,Rovai et al. only
-8.69306111,-35.101675,Rovai et al. only
-8.71309444,-35.099428,Rovai et al. only
-8.69306111,-35.101675,Rovai et al. only
-8.71309444,-35.099428,Rovai et al. only
-8.73142778,-35.100864,Rovai et al. only
-8.71309444,-35.099428,Rovai et al. only
-8.73142778,-35.100864,Rovai et al. only
-8.71309444,-35.099428,Rovai et al. only
-8.71309444,-35.099428,Rovai et al. only
-23.91473333,-46.349039,Rovai et al. only
-23.91473333,-46.349039,Rovai et al. only
-23.91473333,-46.349039,Rovai et al. only
-23.91473333,-46.349039,Rovai et al. only
17.958175,-66.191908,Rovai et al. only
17.958175,-66.191908,Rovai et al. only
17.958175,-66.191908,Rovai et al. only
3.838747,9.622768,Rovai et al. only
5.785864,0.630721,Rovai et al. only
5.785864,0.630721,Rovai et al. only
5.785864,0.630721,Rovai et al. only
24.322683,-110.322501,Rovai et al. only
24.174065,-110.435604,Rovai et al. only
24.230831,-110.305952,Rovai et al. only
24.484227,124.230623,Rovai et al. only
12.192538,102.571748,Rovai et al. only
5.647136,100.393308,Rovai et al. only
5.647136,100.393308,Rovai et al. only
5.647136,100.393308,Rovai et al. only
5.647136,100.393308,Rovai et al. only
11.305335,-73.244962,Rovai et al. only
11.305335,-73.244962,Rovai et al. only
11.305335,-73.244962,Rovai et al. only
